movie,type,word,minutes_in
Reservoir Dogs,word,d**k,0.40
Reservoir Dogs,word,d***s,0.43
Reservoir Dogs,word,f****d,0.55
Reservoir Dogs,word,f*****g,0.61
Reservoir Dogs,word,b******t,0.61
Reservoir Dogs,word,f**k,0.66
Reservoir Dogs,word,s**t,0.90
Reservoir Dogs,word,f**k,1.43
Reservoir Dogs,word,d***s,1.56
Reservoir Dogs,word,f**k,1.66
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d**k,1.75
Reservoir Dogs,word,d***s,1.75
Reservoir Dogs,word,m**********r,1.83
Reservoir Dogs,word,d**k,1.96
Reservoir Dogs,word,p***y,2.15
Reservoir Dogs,word,f***s,2.18
Reservoir Dogs,word,f**k,2.30
Reservoir Dogs,word,f*****g,2.45
Reservoir Dogs,word,h**l,2.48
Reservoir Dogs,word,f*****g,2.51
Reservoir Dogs,word,f*****g,2.81
Reservoir Dogs,word,d**k,2.86
Reservoir Dogs,word,j*p,2.93
Reservoir Dogs,word,f**k,3.05
Reservoir Dogs,word,s**t,3.20
Reservoir Dogs,word,f*****g,3.40
Reservoir Dogs,word,f*****g,3.55
Reservoir Dogs,word,f*****g,3.70
Reservoir Dogs,word,m**********r,3.93
Reservoir Dogs,word,m**********r,3.98
Reservoir Dogs,word,s**t,4.35
Reservoir Dogs,word,s**t,4.76
Reservoir Dogs,word,f*****g,4.86
Reservoir Dogs,word,d**k,5.25
Reservoir Dogs,word,f*****g,5.41
Reservoir Dogs,word,f*****g,5.51
Reservoir Dogs,word,f*****g,5.55
Reservoir Dogs,word,f*****g,5.61
Reservoir Dogs,word,b******t,6.23
Reservoir Dogs,word,f**k,6.46
Reservoir Dogs,word,f****d,6.58
Reservoir Dogs,word,f***s,6.66
Reservoir Dogs,word,b******t,6.81
Reservoir Dogs,word,f*****g,6.86
Reservoir Dogs,word,f*****g,6.73
Reservoir Dogs,word,b*****d,7.38
Reservoir Dogs,word,g*****n,7.41
Reservoir Dogs,word,g*****n,7.58
Reservoir Dogs,word,s**t,9.63
Reservoir Dogs,word,f*****g,9.96
Reservoir Dogs,word,s**t,10.01
Reservoir Dogs,word,f*****g,10.08
Reservoir Dogs,word,s**t,10.26
Reservoir Dogs,word,g*****n,11.13
Reservoir Dogs,word,f*****g,11.13
Reservoir Dogs,word,f*****g,11.85
Reservoir Dogs,word,f*****g,12.06
Reservoir Dogs,word,f*****g,12.08
Reservoir Dogs,word,f*****g,12.43
Reservoir Dogs,word,f*****g,12.45
Reservoir Dogs,word,f*****g,12.90
Reservoir Dogs,word,f*****g,13.73
Reservoir Dogs,word,f**k,14.38
Reservoir Dogs,word,f*****g,14.66
Reservoir Dogs,word,f*****g,14.95
Reservoir Dogs,word,f*****g,15.38
Reservoir Dogs,word,f*****g,15.41
Reservoir Dogs,word,s**t,15.45
Reservoir Dogs,word,f**k,15.51
Reservoir Dogs,word,f**k,15.65
Reservoir Dogs,word,f*****g,15.75
Reservoir Dogs,word,f****d,15.86
Reservoir Dogs,word,f****d,15.88
Reservoir Dogs,word,f****d,15.93
Reservoir Dogs,word,f**k,16.45
Reservoir Dogs,word,m***********s,16.60
Reservoir Dogs,word,f*****g,16.65
Reservoir Dogs,word,f**k,16.75
Reservoir Dogs,word,f*****g,16.86
Reservoir Dogs,word,f*****g,17.56
Reservoir Dogs,word,f**k,17.63
Reservoir Dogs,word,f*****g,17.75
Reservoir Dogs,word,f*****g,17.95
Reservoir Dogs,word,f*****g,18.00
Reservoir Dogs,word,s**t,20.13
Reservoir Dogs,word,f*****g,20.16
Reservoir Dogs,word,f**k,20.68
Reservoir Dogs,word,f**k,20.73
Reservoir Dogs,word,f**k,20.93
Reservoir Dogs,word,f*****g,20.96
Reservoir Dogs,word,a*****e,20.98
Reservoir Dogs,word,f**k,21.00
Reservoir Dogs,word,f*****g,21.01
Reservoir Dogs,word,f**k,21.20
Reservoir Dogs,word,f*****g,22.18
Reservoir Dogs,word,f**k,22.21
Reservoir Dogs,word,m**********r,22.46
Reservoir Dogs,word,f**k,22.60
Reservoir Dogs,word,g*****n,22.71
Reservoir Dogs,word,a*s,22.80
Reservoir Dogs,word,f**k,23.00
Reservoir Dogs,word,f*****g,23.20
Reservoir Dogs,word,a******s,23.35
Reservoir Dogs,word,f*****g,24.01
Reservoir Dogs,word,f**k,24.05
Reservoir Dogs,word,f*****g,24.60
Reservoir Dogs,word,f**k,24.66
Reservoir Dogs,word,f*****g,24.76
Reservoir Dogs,word,f*****g,25.13
Reservoir Dogs,word,s**t,25.35
Reservoir Dogs,word,f**k,25.45
Reservoir Dogs,word,f*****g,25.75
Reservoir Dogs,word,b******t,25.76
Reservoir Dogs,word,f*****g,26.01
Reservoir Dogs,word,f*****g,26.06
Reservoir Dogs,word,f*****g,26.16
Reservoir Dogs,word,f*****g,26.26
Reservoir Dogs,word,h**l,27.21
Reservoir Dogs,word,s**t,28.60
Reservoir Dogs,word,f*****g,28.60
Reservoir Dogs,word,f*****g,28.83
Reservoir Dogs,word,s**t,28.83
Reservoir Dogs,word,s**t,29.16
Reservoir Dogs,word,h**l,29.18
Reservoir Dogs,word,f*****g,31.13
Reservoir Dogs,word,f**k,31.50
Reservoir Dogs,word,f*****g,31.60
Reservoir Dogs,word,f**k,31.80
Reservoir Dogs,word,f**k,31.81
Reservoir Dogs,word,f*****g,31.88
Reservoir Dogs,word,h**l,32.11
Reservoir Dogs,word,f*****g,32.43
Reservoir Dogs,word,f**k,32.55
Reservoir Dogs,word,f*****g,32.58
Reservoir Dogs,word,s**t,32.60
Reservoir Dogs,word,f**k,32.63
Reservoir Dogs,word,f*****g,32.70
Reservoir Dogs,word,s**t,32.91
Reservoir Dogs,word,a*****e,33.76
Reservoir Dogs,word,s**t,33.81
Reservoir Dogs,word,f*****g,33.90
Reservoir Dogs,word,f*****g,34.30
Reservoir Dogs,word,f**k,34.38
Reservoir Dogs,word,f*****g,34.46
Reservoir Dogs,word,f*****g,34.56
Reservoir Dogs,word,f*****g,34.60
Reservoir Dogs,word,f**k,34.71
Reservoir Dogs,word,f*****g,34.75
Reservoir Dogs,word,f**k,34.85
Reservoir Dogs,word,a*****e,34.98
Reservoir Dogs,word,a******s,35.48
Reservoir Dogs,word,f**k,35.50
Reservoir Dogs,word,f*****g,35.60
Reservoir Dogs,word,f*****g,35.61
Reservoir Dogs,word,n***** ,35.61
Reservoir Dogs,word,n***** ,35.63
Reservoir Dogs,word,f*****g,35.71
Reservoir Dogs,word,f*****g,35.83
Reservoir Dogs,word,f**k,35.88
Reservoir Dogs,word,a***s,35.95
Reservoir Dogs,word,f**k,36.01
Reservoir Dogs,word,s**t,36.06
Reservoir Dogs,word,f*****g,36.11
Reservoir Dogs,word,f**k,37.41
Reservoir Dogs,word,f*****g,37.48
Reservoir Dogs,word,f**k,37.91
Reservoir Dogs,word,f*****g,39.06
Reservoir Dogs,word,a*****e,39.06
Reservoir Dogs,word,f*****g,39.18
Reservoir Dogs,word,h**l,39.46
Reservoir Dogs,word,h**l,39.60
Reservoir Dogs,word,b***h,39.88
Reservoir Dogs,word,f*****g,40.13
Reservoir Dogs,word,a*s,40.15
Reservoir Dogs,word,a*s,40.30
Reservoir Dogs,word,f****p,40.48
Reservoir Dogs,word,s**t,40.96
Reservoir Dogs,word,f**k,41.25
Reservoir Dogs,word,b*****d,41.30
Reservoir Dogs,word,f**k,41.31
Reservoir Dogs,word,f**k,41.43
Reservoir Dogs,word,f*****g,41.75
Reservoir Dogs,word,a*s,41.76
Reservoir Dogs,word,b***h,41.85
Reservoir Dogs,word,f*****g,41.93
Reservoir Dogs,word,n***** ,41.93
Reservoir Dogs,word,a*s,42.00
Reservoir Dogs,word,f*****g,42.03
Reservoir Dogs,word,b***h,42.11
Reservoir Dogs,word,b***h,42.13
Reservoir Dogs,word,s**t,42.16
Reservoir Dogs,word,f**k,42.55
Reservoir Dogs,word,m**********r,42.56
Reservoir Dogs,word,f****r,42.60
Reservoir Dogs,word,s****y,42.66
Reservoir Dogs,word,a*****d,42.86
Reservoir Dogs,word,f*****g,43.06
Reservoir Dogs,word,f*****g,43.31
Reservoir Dogs,word,s**t,43.35
Reservoir Dogs,word,f**k,42.70
Reservoir Dogs,word,f**k,42.71
Reservoir Dogs,word,s**t,43.86
Reservoir Dogs,word,f*****g,44.00
Reservoir Dogs,word,s**t,44.03
Reservoir Dogs,word,f****d,44.65
Reservoir Dogs,word,f**k,44.90
Reservoir Dogs,word,f*****g,45.26
Reservoir Dogs,word,d**n,45.40
Reservoir Dogs,word,f*****g,46.48
Reservoir Dogs,word,f**k,46.53
Reservoir Dogs,word,f*****g,46.65
Reservoir Dogs,word,f*****g,46.66
Reservoir Dogs,word,f**k,47.50
Reservoir Dogs,word,f*****g,47.51
Reservoir Dogs,word,f*****g,47.55
Reservoir Dogs,word,f*****g,47.70
Reservoir Dogs,word,f*****g,47.71
Reservoir Dogs,word,f*****g,47.73
Reservoir Dogs,word,f*****g,47.75
Reservoir Dogs,word,f*****g,47.80
Reservoir Dogs,word,f*****g,47.88
Reservoir Dogs,word,s**t,47.98
Reservoir Dogs,word,f*****g,48.08
Reservoir Dogs,word,b******t,48.15
Reservoir Dogs,word,f**k,48.16
Reservoir Dogs,word,f*****g,48.25
Reservoir Dogs,word,f*****g,48.26
Reservoir Dogs,word,h**l,48.31
Reservoir Dogs,word,f*****g,48.38
Reservoir Dogs,word,f*****g,48.48
Reservoir Dogs,word,a******s,48.48
Reservoir Dogs,word,a*****e,48.51
Reservoir Dogs,word,f*****g,48.55
Reservoir Dogs,word,f*****g,48.56
Reservoir Dogs,word,f*****g,48.58
Reservoir Dogs,word,f*****g,48.61
Reservoir Dogs,word,f*****g,48.78
Reservoir Dogs,word,f*****g,48.98
Reservoir Dogs,word,f*****g,49.06
Reservoir Dogs,word,f*****g,49.15
Reservoir Dogs,word,b*****d,49.61
Reservoir Dogs,word,f**k,49.68
Reservoir Dogs,word,f*****g,49.70
Reservoir Dogs,word,g*****n,49.75
Reservoir Dogs,word,f*****g,49.80
Reservoir Dogs,word,f*****g,49.90
Reservoir Dogs,word,f*****g,49.98
Reservoir Dogs,word,f*****g,50.51
Reservoir Dogs,word,b*****d,50.68
Reservoir Dogs,word,f*****g,50.76
Reservoir Dogs,word,m**********r,50.91
Reservoir Dogs,word,f*****g,51.08
Reservoir Dogs,word,f*****g,51.36
Reservoir Dogs,word,f*****g,51.51
Reservoir Dogs,word,f**k,51.88
Reservoir Dogs,word,f*****g,51.98
Reservoir Dogs,word,f*****g,53.28
Reservoir Dogs,word,s**t,53.43
Reservoir Dogs,word,b***h,53.93
Reservoir Dogs,word,b******t,54.25
Reservoir Dogs,word,f**k,54.30
Reservoir Dogs,word,f**k,56.73
Reservoir Dogs,death,,59.93
Reservoir Dogs,word,s**t,61.00
Reservoir Dogs,word,s**t,62.15
Reservoir Dogs,word,f**k,62.28
Reservoir Dogs,word,f**k,62.83
Reservoir Dogs,word,f**k,62.91
Reservoir Dogs,word,f*****g,62.95
Reservoir Dogs,word,b*****d,62.95
Reservoir Dogs,word,f**k,63.15
Reservoir Dogs,word,f*****g,63.21
Reservoir Dogs,word,f*****g,63.26
Reservoir Dogs,word,f*****g,63.30
Reservoir Dogs,word,f**k,63.33
Reservoir Dogs,word,f**k,63.35
Reservoir Dogs,word,f*****g,63.38
Reservoir Dogs,word,f*****g,62.41
Reservoir Dogs,word,p***y,63.81
Reservoir Dogs,word,f*****g,63.91
Reservoir Dogs,word,m**********r,64.31
Reservoir Dogs,word,a*s,64.46
Reservoir Dogs,word,g*****n,64.75
Reservoir Dogs,word,f*****g,64.76
Reservoir Dogs,word,m**********r,65.15
Reservoir Dogs,word,a*s,65.65
Reservoir Dogs,word,d****d,65.73
Reservoir Dogs,word,m**********r,65.76
Reservoir Dogs,word,a*s,65.76
Reservoir Dogs,word,f*****g,66.05
Reservoir Dogs,word,f*****g,66.35
Reservoir Dogs,word,f*****g,66.36
Reservoir Dogs,word,f*****g,66.46
Reservoir Dogs,word,f*****g,66.50
Reservoir Dogs,word,a*s,66.50
Reservoir Dogs,word,h**l,66.96
Reservoir Dogs,word,b******t,67.03
Reservoir Dogs,word,f*****g,67.21
Reservoir Dogs,word,f*****g,67.28
Reservoir Dogs,word,s**t,67.30
Reservoir Dogs,word,f*****g,67.48
Reservoir Dogs,word,s**t,67.88
Reservoir Dogs,word,m**********r,68.01
Reservoir Dogs,word,f*****g,68.66
Reservoir Dogs,word,f*****g,69.25
Reservoir Dogs,word,f**k,69.28
Reservoir Dogs,word,s**t,69.30
Reservoir Dogs,word,b***h,69.31
Reservoir Dogs,word,s**t,69.35
Reservoir Dogs,word,a*s,69.46
Reservoir Dogs,word,f*****g,69.48
Reservoir Dogs,word,f*****g,69.51
Reservoir Dogs,word,f*****g,69.53
Reservoir Dogs,word,m**********r,69.61
Reservoir Dogs,word,s**t,69.78
Reservoir Dogs,word,f*****g,69.86
Reservoir Dogs,word,a*s,69.88
Reservoir Dogs,word,f*****g,70.06
Reservoir Dogs,word,f*****g,71.63
Reservoir Dogs,word,f**k,71.95
Reservoir Dogs,word,f*****g,72.16
Reservoir Dogs,word,f*****g,72.40
Reservoir Dogs,word,a*****e,72.58
Reservoir Dogs,word,f*****g,72.61
Reservoir Dogs,word,f*****g,72.95
Reservoir Dogs,word,b***h,73.05
Reservoir Dogs,word,f*****g,73.28
Reservoir Dogs,word,f*****g,73.36
Reservoir Dogs,word,s**t,74.01
Reservoir Dogs,word,s**t,74.05
Reservoir Dogs,word,b***h,74.40
Reservoir Dogs,word,s**t,74.43
Reservoir Dogs,word,m**********r,74.50
Reservoir Dogs,word,p***y,76.13
Reservoir Dogs,word,s**t,76.20
Reservoir Dogs,word,f*****g,76.28
Reservoir Dogs,word,f*****g,76.30
Reservoir Dogs,word,b***h,77.05
Reservoir Dogs,word,b***h,77.06
Reservoir Dogs,word,f**k,77.13
Reservoir Dogs,word,n***** ,77.25
Reservoir Dogs,word,s**t,77.28
Reservoir Dogs,word,n***** ,77.33
Reservoir Dogs,word,a*s,77.35
Reservoir Dogs,word,b*****s,77.36
Reservoir Dogs,word,f**k,77.40
Reservoir Dogs,word,f*****g,78.01
Reservoir Dogs,word,f**k,78.55
Reservoir Dogs,word,f*****g,78.60
Reservoir Dogs,word,w*****k,78.95
Reservoir Dogs,word,s**t,79.10
Reservoir Dogs,word,f*****g,79.11
Reservoir Dogs,word,s**t,79.36
Reservoir Dogs,word,f*****g,79.40
Reservoir Dogs,word,d**k,79.48
Reservoir Dogs,word,d**k,79.51
Reservoir Dogs,word,f*****g,79.83
Reservoir Dogs,word,f**k,80.18
Reservoir Dogs,word,b******t,80.31
Reservoir Dogs,word,f*****g,80.46
Reservoir Dogs,word,h**l,80.65
Reservoir Dogs,word,f****t,81.65
Reservoir Dogs,word,s**t,82.05
Reservoir Dogs,word,p***y,82.08
Reservoir Dogs,word,g*****n,82.48
Reservoir Dogs,word,f*****g,82.50
Reservoir Dogs,word,f*****g,82.73
Reservoir Dogs,word,g*****n,82.90
Reservoir Dogs,word,g*****n,82.96
Reservoir Dogs,word,a*s,83.86
Reservoir Dogs,word,f*****g,84.16
Reservoir Dogs,word,s**t,84.16
Reservoir Dogs,word,b***h,84.21
Reservoir Dogs,word,f**k,84.30
Reservoir Dogs,word,f**k,84.40
Reservoir Dogs,word,b***h,84.50
Reservoir Dogs,word,f**k,85.08
Reservoir Dogs,word,f**k,85.28
Reservoir Dogs,word,f*****g,85.45
Reservoir Dogs,death,,85.58
Reservoir Dogs,death,,85.58
Reservoir Dogs,death,,85.81
Reservoir Dogs,word,f*****g,86.48
Reservoir Dogs,death,,86.55
Reservoir Dogs,word,f*****g,86.86
Reservoir Dogs,word,s**t,86.91
Reservoir Dogs,word,f*****g,86.96
Reservoir Dogs,word,s**t,87.06
Reservoir Dogs,word,f**k,87.73
Reservoir Dogs,death,,88.06
Reservoir Dogs,word,h**l,88.38
Reservoir Dogs,word,s**t,88.45
Reservoir Dogs,word,f*****g,88.76
Reservoir Dogs,word,f*****g,89.38
Reservoir Dogs,word,f*****g,89.45
Reservoir Dogs,word,f*****g,89.48
Reservoir Dogs,word,f*****g,89.95
Reservoir Dogs,word,h**l,90.10
Reservoir Dogs,word,b******t,90.15
Reservoir Dogs,word,h**l,90.30
Reservoir Dogs,word,f**k,90.36
Reservoir Dogs,word,s**t,90.40
Reservoir Dogs,word,f*****g,90.50
Reservoir Dogs,word,f*****g,90.75
Reservoir Dogs,word,s**t,90.88
Reservoir Dogs,word,c********r,90.91
Reservoir Dogs,word,f*****g,91.15
Reservoir Dogs,word,f*****g,91.35
Reservoir Dogs,word,f*****g,91.48
Reservoir Dogs,word,f*****g,91.75
Reservoir Dogs,word,f*****g,91.96
Reservoir Dogs,word,f*****g,92.01
Reservoir Dogs,word,g*****n,92.05
Reservoir Dogs,word,f*****g,92.13
Reservoir Dogs,death,,92.15
Reservoir Dogs,death,,92.15
Reservoir Dogs,word,f*****g,94.73
Reservoir Dogs,word,f*****g,94.75
Reservoir Dogs,word,f*****g,94.83
Reservoir Dogs,word,f*****g,94.90
Reservoir Dogs,word,f*****g,95.21
Reservoir Dogs,word,f*****g,95.33
Reservoir Dogs,word,f*****g,95.33
Reservoir Dogs,death,,95.40
Reservoir Dogs,death,,95.40
Pulp Fiction,word,s**t,0.52
Pulp Fiction,word,f*****g,0.82
Pulp Fiction,word,f**k,1.37
Pulp Fiction,word,f*****g,1.62
Pulp Fiction,word,f*****g,1.73
Pulp Fiction,word,f*****g,1.77
Pulp Fiction,word,f*****g,2.18
Pulp Fiction,word,f**k,2.22
Pulp Fiction,word,g**k,2.28
Pulp Fiction,word,f*****s,2.28
Pulp Fiction,word,g***s,2.42
Pulp Fiction,word,f*****g,2.45
Pulp Fiction,word,f*****g,2.47
Pulp Fiction,word,f*****g,2.53
Pulp Fiction,word,f**k,2.60
Pulp Fiction,word,f**k,3.52
Pulp Fiction,word,f*****g,3.58
Pulp Fiction,word,w*****k,3.67
Pulp Fiction,word,f**k,3.70
Pulp Fiction,word,f*****g,4.68
Pulp Fiction,word,m***********g,4.75
Pulp Fiction,word,f*****g,7.70
Pulp Fiction,word,s**t,7.87
Pulp Fiction,word,f**k,8.25
Pulp Fiction,word,g*****n,8.67
Pulp Fiction,word,f*****g,8.72
Pulp Fiction,word,s**t,8.72
Pulp Fiction,word,f*****g,9.10
Pulp Fiction,word,n***** ,10.08
Pulp Fiction,word,f****d,10.17
Pulp Fiction,word,f**k,10.40
Pulp Fiction,word,a*s,10.73
Pulp Fiction,word,n***** ,10.75
Pulp Fiction,word,n***** ,10.85
Pulp Fiction,word,d**n,10.98
Pulp Fiction,word,p***y,11.52
Pulp Fiction,word,f*****g,11.55
Pulp Fiction,word,b***h,11.60
Pulp Fiction,word,b***h,11.60
Pulp Fiction,word,f*****g,11.63
Pulp Fiction,word,f*****g,11.68
Pulp Fiction,word,f*****g,11.83
Pulp Fiction,word,f*****g,11.88
Pulp Fiction,word,s**t,11.92
Pulp Fiction,word,f*****g,12.03
Pulp Fiction,word,s**t,12.07
Pulp Fiction,word,f**k,12.20
Pulp Fiction,word,f**k,12.27
Pulp Fiction,word,m***********g,12.88
Pulp Fiction,word,f*****g,12.90
Pulp Fiction,word,n***** ,12.92
Pulp Fiction,word,s**t,12.93
Pulp Fiction,word,m**********r,12.95
Pulp Fiction,word,s**t,12.97
Pulp Fiction,word,a*s,12.98
Pulp Fiction,word,m**********r,13.00
Pulp Fiction,word,f*****g,13.23
Pulp Fiction,word,f*****g,13.33
Pulp Fiction,word,f*****g,13.38
Pulp Fiction,word,f*****g,13.43
Pulp Fiction,word,s**t,13.47
Pulp Fiction,word,m**********r,16.78
Pulp Fiction,word,s**t,17.40
Pulp Fiction,word,g*****n,17.45
Pulp Fiction,word,a*s,18.38
Pulp Fiction,word,s**t,18.40
Pulp Fiction,word,f****d,18.62
Pulp Fiction,death,,18.70
Pulp Fiction,word,m**********r,19.33
Pulp Fiction,word,m**********r,19.57
Pulp Fiction,word,g*****n,19.58
Pulp Fiction,word,b***h,19.70
Pulp Fiction,word,b***h,19.82
Pulp Fiction,word,f**k,19.85
Pulp Fiction,word,b***h,19.85
Pulp Fiction,word,f**k,19.95
Pulp Fiction,word,f****d,20.00
Pulp Fiction,death,,20.95
Pulp Fiction,word,s**t,21.32
Pulp Fiction,word,m**********r,21.42
Pulp Fiction,word,m***********g,21.82
Pulp Fiction,word,a*s,21.88
Pulp Fiction,word,m***********s,22.03
Pulp Fiction,word,m***********s,22.08
Pulp Fiction,word,a*s,22.10
Pulp Fiction,word,n***** ,23.07
Pulp Fiction,word,f*****g,23.47
Pulp Fiction,word,f**k,23.52
Pulp Fiction,word,s**t,23.70
Pulp Fiction,word,a*s,24.07
Pulp Fiction,word,a*s,24.23
Pulp Fiction,word,a***s,24.40
Pulp Fiction,word,g*****n,24.45
Pulp Fiction,word,n***** ,24.45
Pulp Fiction,word,f*****g,25.08
Pulp Fiction,word,g*****n,25.12
Pulp Fiction,word,f*****g,25.17
Pulp Fiction,word,f*****g,25.28
Pulp Fiction,word,s**t,25.33
Pulp Fiction,word,f*****g,25.37
Pulp Fiction,word,a*****e,25.42
Pulp Fiction,word,n***** ,25.88
Pulp Fiction,word,a*s,25.92
Pulp Fiction,word,s**t,27.75
Pulp Fiction,word,f*****g,27.78
Pulp Fiction,word,n***** ,27.88
Pulp Fiction,word,s**t,27.98
Pulp Fiction,word,s**t,27.98
Pulp Fiction,word,s**t,28.03
Pulp Fiction,word,s**t,28.08
Pulp Fiction,word,f*****g,28.10
Pulp Fiction,word,f*****g,28.22
Pulp Fiction,word,f*****g,28.30
Pulp Fiction,word,s**t,28.98
Pulp Fiction,word,f****r,29.43
Pulp Fiction,word,f*****g,29.47
Pulp Fiction,word,f****d,29.52
Pulp Fiction,word,d******s,29.63
Pulp Fiction,word,s**t,29.65
Pulp Fiction,word,f****d,29.67
Pulp Fiction,word,f*****g,29.68
Pulp Fiction,word,a*****e,29.82
Pulp Fiction,word,f****r,29.88
Pulp Fiction,word,c*********t,29.92
Pulp Fiction,word,f*****g,29.92
Pulp Fiction,word,f**k,29.97
Pulp Fiction,word,f**k,34.25
Pulp Fiction,word,h**l,37.02
Pulp Fiction,word,h**l,37.03
Pulp Fiction,word,g*****n,41.05
Pulp Fiction,word,f*****g,41.05
Pulp Fiction,word,f*****g,41.12
Pulp Fiction,word,b******t,41.90
Pulp Fiction,word,f**k,42.10
Pulp Fiction,word,g*****n,42.98
Pulp Fiction,word,g*****n,43.00
Pulp Fiction,word,g*****n,43.03
Pulp Fiction,word,f*****g,54.58
Pulp Fiction,word,f**k,54.63
Pulp Fiction,word,f**k,54.67
Pulp Fiction,word,f**k,54.68
Pulp Fiction,word,f*****g,54.97
Pulp Fiction,word,f**k,55.00
Pulp Fiction,word,f**k,55.48
Pulp Fiction,word,g*****n,55.75
Pulp Fiction,word,f*****g,55.83
Pulp Fiction,word,a******s,55.83
Pulp Fiction,word,f*****g,55.93
Pulp Fiction,word,a*****e,55.93
Pulp Fiction,word,f*****g,56.10
Pulp Fiction,word,f*****g,56.22
Pulp Fiction,word,f*****g,56.28
Pulp Fiction,word,f****d,56.32
Pulp Fiction,word,f*****g,56.38
Pulp Fiction,word,f*****g,56.45
Pulp Fiction,word,f*****g,56.53
Pulp Fiction,word,f****d,56.55
Pulp Fiction,word,f*****g,56.55
Pulp Fiction,word,h**l,56.92
Pulp Fiction,word,f*****g,56.98
Pulp Fiction,word,s**t,57.02
Pulp Fiction,word,f**k,57.03
Pulp Fiction,word,f*****g,57.05
Pulp Fiction,word,f****d,57.12
Pulp Fiction,word,b***h,57.12
Pulp Fiction,word,f****d,57.17
Pulp Fiction,word,b***h,57.18
Pulp Fiction,word,f*****g,57.25
Pulp Fiction,word,f*****g,57.38
Pulp Fiction,word,s**t,57.45
Pulp Fiction,word,s**t,57.57
Pulp Fiction,word,g*****n,57.62
Pulp Fiction,word,f**k,57.63
Pulp Fiction,word,h**l,57.82
Pulp Fiction,word,f*****g,57.85
Pulp Fiction,word,f**k,57.85
Pulp Fiction,word,f**k,57.87
Pulp Fiction,word,f*****g,57.88
Pulp Fiction,word,b***h,57.90
Pulp Fiction,word,f**k,57.98
Pulp Fiction,word,f*****g,58.15
Pulp Fiction,word,f*****g,58.48
Pulp Fiction,word,f**k,58.87
Pulp Fiction,word,f*****g,58.88
Pulp Fiction,word,f*****g,59.05
Pulp Fiction,word,f*****g,59.27
Pulp Fiction,word,f**k,59.32
Pulp Fiction,word,b***h,59.65
Pulp Fiction,word,f*****g,59.97
Pulp Fiction,word,f*****g,60.15
Pulp Fiction,word,f*****g,60.93
Pulp Fiction,word,h**l,64.47
Pulp Fiction,word,g***s,67.33
Pulp Fiction,word,d****d,67.50
Pulp Fiction,word,s***e,67.50
Pulp Fiction,word,a*s,67.60
Pulp Fiction,word,a*s,67.67
Pulp Fiction,word,a*s,67.78
Pulp Fiction,word,a*s,70.30
Pulp Fiction,word,a*s,70.38
Pulp Fiction,word,g*****n,70.40
Pulp Fiction,word,m**********r,70.50
Pulp Fiction,word,n***** ,70.55
Pulp Fiction,word,a*s,70.60
Pulp Fiction,word,s**t,72.98
Pulp Fiction,word,f**k,73.78
Pulp Fiction,word,f**k,73.92
Pulp Fiction,word,f*****g,74.02
Pulp Fiction,word,f**k,74.12
Pulp Fiction,word,f**k,74.45
Pulp Fiction,word,g*****n,74.72
Pulp Fiction,word,d**n,77.47
Pulp Fiction,word,f******d,80.70
